node,alexa_rank,daily_pageviews_per_visitor,daily_time_on_site,total_sites_linking_in,bounce_rate
everyoneisgay.tumblr.com,,,,12.0,
drugtimes.org,917915.0,1.0,88.0,16.0,0.852
clerycenter.org,3406413.0,1.0,,158.0,
slotruth.org,,,,2.0,
standforhealthfreedom.com,478622.0,1.4,109.0,37.0,0.667
thoughtsonliberty.com,10749924.0,1.0,,81.0,
uk-database.net,8478587.0,2.0,,1.0,
rebelgames.net,,,,2.0,
writemypaper4me.org,374428.0,1.6,157.0,274.0,0.6759999999999999
shanbemag.com,45623.0,2.3,185.0,82.0,0.573
fabrikmagik.co.uk,,,,1.0,
puntasayulitamexico.com,,,,4.0,
farmaciasahumada.cl,81053.0,1.7,130.0,169.0,0.597
terrythompson.org,9418851.0,1.0,,2.0,
midwestisred.wordpress.com,,,,,
dailyhistoryblog.com,6200827.0,1.0,,2.0,
rynerohla.com,5254335.0,1.0,,26.0,
christianpatriotdaily.com,,,,5.0,
theblueshield.org,,,,4.0,
schooloffish.wordpress.com,,,,1.0,
dronesglobe.com,449966.0,1.2,52.0,493.0,0.65
wxii12.com,101839.0,1.7,104.0,879.0,0.411
nwhealth.edu,350031.0,2.8,117.0,260.0,0.353
moneywise411.com,2670917.0,4.0,68.0,46.0,
catch.com.au,8011.0,4.1,290.0,94.0,0.34
medievaledc.com,,,,3.0,
marksichel.com,3787367.0,1.0,,5.0,
daily.jstor.org,1321.0,1.99,148.0,20968.0,0.526
rabbaniway.wordpress.com,6502599.0,2.0,,,
mrw.co.uk,4532659.0,2.0,,147.0,
collider.com,2872.0,6.35,156.0,8217.0,0.488
epiqglobal.com,378918.0,2.0,74.0,95.0,0.594
kinomeetingpoint.ba,,,,17.0,
walkawaycampaign.com,1291958.0,1.0,105.0,7.0,0.6
dgalim.co.il,4160432.0,2.0,,1.0,
mintmedicaleducation.com,,,,14.0,
differencebetween.info,232181.0,1.1,106.0,615.0,0.866
kinolorber.com,244058.0,2.6,170.0,435.0,0.5
electionpolling.co.uk,2032275.0,3.0,229.0,32.0,
worldsocialism.org,1451767.0,2.0,59.0,457.0,0.6920000000000001
alresalah.ws,306877.0,1.6,127.0,135.0,0.561
hosttransitionservices.com,3920250.0,1.0,,3.0,
touristjordan.com,1450257.0,1.0,150.0,43.0,0.7
csc-cvac.com,,,,39.0,
valueinvestor.com,,,,4.0,
crypticcoatings.com,1288239.0,3.0,151.0,6.0,
willowhavenoutdoor.com,1059730.0,1.0,144.0,142.0,0.667
wagingnonviolence.org,751077.0,1.0,127.0,723.0,0.875
sfgreenparty.org,,,,39.0,
lampasaschamber.org,7697185.0,1.0,,35.0,
lobelog.com,3199770.0,2.0,169.0,654.0,
economicshelp.org,21654.0,1.3,140.0,837.0,0.8190000000000001
fundsnetservices.com,1100625.0,2.0,131.0,275.0,
about-online.com,,,,32.0,
americanewshub.com,,,,4.0,
catholiceducation.org,270416.0,1.2,119.0,2068.0,0.889
kevinhester.live,4496778.0,6.0,,7.0,
zybez.net,,,,204.0,
fitnessjunkies.com,,,,5.0,
regthink.org,1294782.0,1.6,119.0,27.0,0.818
blogidarity.wordpress.com,,,,,
geospatialworld.net,75573.0,1.3,107.0,348.0,0.7509999999999999
almanhal.com,24922.0,1.4,116.0,217.0,0.741
pauldavisbusiness.com,3927925.0,1.0,,3.0,
thegospelcoalition.org,4295.0,1.7,155.0,13053.0,0.732
pna.gov.ph,48187.0,1.9,148.0,503.0,0.649
horoscope.com,11685.0,3.11,222.0,470.0,0.315
freetvonline.live,3352762.0,1.0,61.0,1.0,
mirasolwisdom.com,4630207.0,1.0,,3.0,
dyanwilliamslaw.com,2332121.0,1.0,,45.0,
loveshack.org,287351.0,1.3,122.0,273.0,0.742
cwrp.ca,3790648.0,1.0,,114.0,
pressreleasepoint.com,93787.0,3.2,189.0,800.0,0.489
usa-newsposts.com,628044.0,1.2,79.0,39.0,0.7929999999999999
condohotelsdubai.com,,,,13.0,
earthbus.org,,,,9.0,
salamislam.com,327181.0,2.3,229.0,77.0,0.7070000000000001
sport-histoire.fr,338791.0,2.4,235.0,103.0,0.841
impolitikal.com,,,,2.0,
abmceducation.org,3734377.0,2.0,,20.0,
downtownnewbern.com,,,,11.0,
powerisgiving.org,,,,,
abbtakk.tv,333925.0,1.5,133.0,133.0,0.68
endgenocide.org,2133475.0,1.0,,283.0,
pam.int,,,,42.0,
linearalgebras.com,423465.0,5.0,43.0,5.0,0.429
thegoodguys.com.au,11553.0,2.95,172.0,324.0,0.438
guamcourts.org,6959700.0,1.0,,142.0,
grassrootsonline.org,1337557.0,2.0,143.0,210.0,0.6920000000000001
integrity.gov,,,,,
momlovesbest.com,42653.0,1.2,90.0,77.0,0.8190000000000001
emeraldisle-nc.org,909496.0,2.0,153.0,71.0,0.588
brighthopecenters.org,,,,3.0,
volunteerstate.report,,,,2.0,
regnum.ru,2753.0,1.41,144.0,5559.0,0.8290000000000001
reuters.com,427.0,1.98,178.0,84557.0,0.611
lbpost.com,16082.0,1.4,105.0,1527.0,0.7929999999999999
votemadrone.com,,,,3.0,
almaal.org,11011.0,1.9,151.0,67.0,0.623
ricochet.me,271251.0,10.0,1002.0,40.0,0.297
usdcareerblog.blogspot.com,,,,,
jaysonblair.com,,,,7.0,
1776united.com,719956.0,3.2,169.0,57.0,0.474
aim.org,568645.0,1.4,81.0,2005.0,0.75
woodworkersguildofga.org,,,,38.0,
riversandlakespresbytery.org,,,,1.0,
thesundaytimes.co.uk,,,,3487.0,
ujleg.com,,,,35.0,
ourpolitics.net,,,,15.0,
hillarybeattrump.org,8769136.0,1.0,,35.0,
yourbasin.com,671220.0,1.0,108.0,44.0,0.625
therealnews.com,215379.0,1.4,92.0,2330.0,0.774
komodo.travel,,,,9.0,
acoer.com,3292116.0,1.0,,3.0,
dga.net,193155.0,1.1,67.0,64.0,0.889
idahoconservatives.com,4150014.0,1.0,,3.0,
canadafreepress.com,174369.0,1.5,133.0,3335.0,0.747
mgtow.se,,,,2.0,
vanguardmil.com,541824.0,1.7,100.0,137.0,0.722
bell.com,1994228.0,2.0,,67.0,
goerie.com,131485.0,1.4,81.0,1780.0,0.747
eagle977.com,,,,29.0,
citizenevidence.org,723264.0,1.0,74.0,67.0,0.64
journalisted.com,2545605.0,1.0,,321.0,
transguys.com,2718695.0,1.0,,129.0,
reginaip.hk,5243576.0,2.0,,14.0,
assyrians.n.nu,,,,1.0,
downtownchapelhill.com,6884112.0,1.0,,86.0,
seo-ar.net,57937.0,1.6,114.0,201.0,0.7709999999999999
theowp.org,508240.0,1.4,80.0,95.0,0.84
unredacted.com,1574312.0,1.0,,44.0,
virtualtradeshowhosting.com,142394.0,4.5,364.0,50.0,0.369
wealthygorilla.com,13523.0,1.7,131.0,146.0,0.484
baglaws.com,4991172.0,3.0,,25.0,
hollaforums.com,1707583.0,1.0,27.0,58.0,
gfconline.com,3893494.0,2.0,,51.0,
gmmuk.com,1235237.0,1.0,,44.0,
sunspotwatch.com,,,,83.0,
thirdway.com,,,,188.0,
securelandcommunications.com,1573696.0,3.0,233.0,59.0,
marketresearchfuture.com,44661.0,2.5,187.0,2125.0,0.61
bimkom.org,3428293.0,2.0,207.0,101.0,
digbr.com,2344497.0,2.0,171.0,14.0,
buckinghamcapitalconsulting.com,3129041.0,1.0,190.0,4.0,
ranprieur.com,3166619.0,1.0,,250.0,
ecoffeecup.eco,,,,8.0,
lovingandcaring.org,,,,5.0,
trumped.com,1543866.0,1.0,117.0,5.0,0.385
koat.com,139222.0,1.8,114.0,892.0,0.285
sayfiereview.com,708378.0,1.1,70.0,112.0,0.7859999999999999
smplanet.com,2000011.0,1.0,96.0,311.0,
thugheslaw.com,9542420.0,1.0,,3.0,
wellredbooks.net,3800327.0,2.0,,20.0,
dsausa.org,188700.0,2.1,123.0,641.0,0.573
opusdeialert.com,,,,113.0,
pridecentersa.org,,,,15.0,
lpedia.org,4469938.0,1.0,,221.0,
cnn.com,79.0,2.26,248.0,153450.0,0.529
arcadi-online.de,,,,2.0,
foxnewscomments.com,,,,46.0,
prvademecum.com,57685.0,4.1,380.0,177.0,0.471
relatedness.org,,,,12.0,
theminorityreportnyc.blogspot.com,,,,18.0,
christcenteredmall.com,1044051.0,3.0,201.0,279.0,0.5
theofficelife.com,3373274.0,1.0,,55.0,
arynews.tv,7619.0,2.8,207.0,2126.0,0.564
cafecrime.com,2362290.0,4.0,67.0,6.0,
lifebydesignco.com,,,,6.0,
mlive.com,9578.0,1.62,140.0,13374.0,0.687
virtualworldsforteens.com,5097761.0,1.0,,40.0,
americanpatriotparty.cc,5631396.0,1.0,,15.0,
creationtheologies.tripod.com,,,,1.0,
douknowq.com,5192175.0,1.0,,11.0,
dawn.com,702.0,2.36,319.0,15446.0,0.496
bpmerewards.co.uk,5552955.0,3.0,,,
tv3.ee,115704.0,2.5,181.0,307.0,0.449
maannews.com,,,,482.0,
politicopost.com,,,,7.0,
whyislam.org,220043.0,1.4,119.0,473.0,0.747
wstreet.com,1686769.0,1.0,,81.0,
1948.org.uk,,,,73.0,
deepleftfield.info,670931.0,1.3,97.0,19.0,0.69
americanaffair.com,,,,6.0,
telesurenglish.net,112553.0,1.6,120.0,95.0,0.743
apost.com,19206.0,1.6,212.0,86.0,0.743
ronpaullibertyreport.com,451548.0,1.3,128.0,294.0,0.7040000000000001
truthandarttv.com,,,,93.0,
droitconstitutionnel.org,,,,57.0,
almodon.com,9477.0,2.8,310.0,1107.0,0.416
bharian.com.my,9221.0,2.1,216.0,13624.0,0.654
socionet.ru,401231.0,1.0,88.0,678.0,0.934
rutlandmeltonconservatives.org,,,,4.0,
nhk.or.jp,544.0,2.44,187.0,22304.0,0.557
usmilitaryhats.com,1336885.0,1.0,,3.0,
solarpowerworldonline.com,93886.0,1.4,111.0,340.0,0.743
dailytarheel.com,270624.0,1.5,119.0,1083.0,0.758
summitdebate.com,1310036.0,3.0,242.0,5.0,0.333
sarasotamagazine.com,336937.0,1.3,127.0,155.0,0.77
anonimotheshow.blogspot.com,776142.0,2.4,78.0,1.0,0.35100000000000003
bbfc.co.uk,187279.0,2.5,118.0,922.0,0.621
local1521a.org,,,,27.0,
justice4nk.org,,,,9.0,
zenofdesign.com,,,,109.0,
wendynerdwrites.tumblr.com,,,,41.0,
nchouserepublicans.com,,,,5.0,
heruraha.net,,,,20.0,
zeibiz.com,1611658.0,1.0,125.0,132.0,0.733
globalcogop.org,,,,10.0,
tdy.co.il,,,,17.0,
themennonite.org,961826.0,1.0,52.0,199.0,0.875
pslweb.org,833360.0,2.0,109.0,458.0,0.444
sophiespatch.com.au,3802362.0,1.0,,8.0,
pipubs.com,6633534.0,10.0,2207.0,11.0,
angelicencounters.wordpress.com,,,,1.0,
liverpoolfc.com,21101.0,2.6,174.0,1548.0,0.5529999999999999
shushann.com,4178245.0,1.0,,15.0,
fdmunitions.com,,,,39.0,
kut.org,112106.0,1.4,136.0,938.0,0.77
countingcharacters.com,27796.0,1.4,163.0,96.0,0.6709999999999999
annavonreitz.com,713365.0,2.0,235.0,252.0,0.79
collincountyvotes.com,,,,1.0,
wrkf.org,2448803.0,1.0,,150.0,
thesacredplant.com,411898.0,2.0,157.0,49.0,0.578
intj.university,7739216.0,4.0,,2.0,
wcmsnv.org,,,,3.0,
business-opportunities.biz,102604.0,1.8,92.0,4608.0,0.679
jrepodcaststuff.com,,,,1.0,
todaysinspiration.blogspot.com,183710.0,2.8,148.0,678.0,0.401
bluewaveorthodontics.com,,,,2.0,
turkeyalaan.net,54027.0,2.6,184.0,80.0,0.562
capitolhilldental.com,,,,4.0,
theinternationalreporter.org,,,,45.0,
nordstrom.com,1097.0,4.19,262.0,13563.0,0.306
mckinsey.com,2849.0,2.4,171.0,8115.0,0.609
outandequalseattle.org,6165482.0,1.0,,6.0,
farmhouseevanston.com,,,,16.0,
conservatives.com,424551.0,1.6,156.0,1379.0,0.7440000000000001
ucirvinesports.com,981534.0,1.0,51.0,156.0,0.733
myconsultingoffer.org,434437.0,1.1,87.0,52.0,0.773
wctcam.com,1170729.0,1.0,,48.0,
consciouspolyamory.org,7588588.0,1.0,,2.0,
libertarianism.org,193621.0,1.2,146.0,470.0,0.767
twistedwave.com,50337.0,3.9,238.0,134.0,0.359
buddhambedkar.blogspot.com,5322420.0,6.0,,11.0,
hollyschroth.com,,,,1.0,
ourjacksonhome.com,7605553.0,1.0,,4.0,
ehubhealth.com,,,,1.0,
bigwest.org,1828921.0,2.0,,213.0,
dfd-cpa.ca,5796564.0,1.0,,2.0,
gminsights.wordpress.com,130000.0,6.0,875.0,40.0,0.187
suewhimster.co.uk,8657457.0,1.0,,5.0,
ria.ru,435.0,1.97,183.0,16035.0,0.779
lavca.org,226973.0,2.2,144.0,97.0,0.586
swedishmadeeasy.com,1204780.0,1.0,144.0,10.0,0.813
justsayn2o.com,4687004.0,1.0,,44.0,
seasonsofpride.com,,,,14.0,
attackofthebracket.com,,,,2.0,
livewatchnflfootball.de,,,,,
rewire.news,186069.0,1.2,96.0,95.0,0.8190000000000001
hkmarket.com.hk,1506386.0,2.0,37.0,2.0,
spjnetwork.org,2623376.0,1.0,,185.0,
writemyessay4me.org,355367.0,1.1,77.0,311.0,0.8420000000000001
capitallivescan.com,,,,6.0,
sarasotagov.com,4543330.0,1.0,,280.0,
meritalk.com,351067.0,1.3,108.0,158.0,0.833
stillnessinthestorm.com,111283.0,2.0,203.0,222.0,0.611
myloanmanager.com,47574.0,3.9,234.0,83.0,0.163
voyagercsifleet.com,6785530.0,2.0,,5.0,
texasroofingsupply.com,,,,2.0,
socialist-alliance.org,1774540.0,1.0,156.0,166.0,
podtail.com,50371.0,1.3,67.0,153.0,0.7070000000000001
npmccabe.tripod.com,,,,25.0,
wisdom-of-spirit.com,,,,14.0,
runwithmaud.com,242472.0,1.2,88.0,50.0,0.652
theconservativetruth.com,,,,3.0,
katukina.com,2520872.0,1.0,,5.0,
raleighcharterhs.org,1101494.0,1.0,100.0,186.0,0.737
activism.net,1577785.0,1.0,122.0,164.0,
electronics-tutorials.ws,16554.0,1.4,158.0,725.0,0.657
kmbc.com,63415.0,1.6,122.0,1125.0,0.506
uat-thetimes.co.uk,,,,,
miko.co.il,,,,2.0,
que-significa.com,59456.0,1.1,83.0,145.0,0.911
independentsentinel.com,28516.0,1.8,180.0,1757.0,0.652
ladylike.gr,34603.0,1.4,122.0,260.0,0.7609999999999999
cloninginformation.org,,,,30.0,
hubzonecouncil.org,5827176.0,2.0,,24.0,
freedommassachusetts.org,,,,19.0,
hunteredcourse.com,884692.0,5.7,553.0,41.0,0.214
fintechweek.hk,2889811.0,2.0,,13.0,
politicaltribune.org,107498.0,1.5,176.0,66.0,0.8140000000000001
runescape.com,2923.0,4.09,211.0,1466.0,0.412
radiusbookgroup.com,3018325.0,2.0,,14.0,
elespectador.com,6340.0,1.6,181.0,4146.0,0.6729999999999999
forextrading-alerts.com,51363.0,1.1,16.0,133.0,0.8109999999999999
columbinemassacre.forumotion.com,6089007.0,1.0,,41.0,
authenticfoodquest.com,261059.0,1.6,93.0,149.0,0.5479999999999999
nsearch.com,1687676.0,1.0,,266.0,
egbertowillies.com,1306659.0,1.0,47.0,117.0,1.0
thrivectr.org,4870665.0,2.0,,11.0,
moviesandphilosophynow.blogspot.com,6647817.0,2.0,,4.0,
wildnkrazy.com,,,,2.0,
magnific.in,1536154.0,2.0,94.0,7.0,0.727
woodvinegar.org,7965366.0,2.0,,4.0,
aljaras.com,5424.0,1.9,147.0,1286.0,0.659
studyfinds.org,56496.0,1.1,89.0,92.0,0.879
wakeyd.com,,,,,
gemworld.com,3698325.0,2.0,,107.0,
theskunk.org,,,,22.0,
trumptweettrack.com,,,,2.0,
dcnydems.org,,,,5.0,
results.co.uk,5241516.0,3.0,,7.0,
rappler.com,1297.0,1.58,158.0,9586.0,0.7170000000000001
escortsincanada.com,39950.0,3.6,239.0,67.0,0.06
arospecawarenessweek.tumblr.com,,,,7.0,
alevihaberagi.com,6475967.0,1.0,,29.0,
securityconference.de,,,,248.0,
craigforjudge.com,,,,2.0,
launchese.com,188614.0,1.9,179.0,67.0,0.5870000000000001
actionsprove.com,1278882.0,10.0,551.0,6.0,
mainedems.org,1338962.0,2.0,151.0,57.0,
constructionsuperconference.com,1998269.0,1.0,,7.0,
protectdemocracyproject.org,,,,2.0,
antidotezine.com,7908713.0,1.0,,12.0,
thebluenevadan.com,,,,2.0,
thenews.mx,1097817.0,1.0,61.0,82.0,0.79
israelhayom.com,84753.0,2.2,170.0,1262.0,0.5379999999999999
moralcompassblog.com,,,,37.0,
viraltrendzz.com,6624300.0,1.0,,313.0,
ethony.com,1023254.0,4.0,136.0,26.0,
aha.org,89187.0,1.8,142.0,1376.0,0.7290000000000001
cnas.org,423028.0,1.3,95.0,997.0,0.769
texasobserver.org,265425.0,1.2,102.0,1526.0,0.83
gopbriefingroom.com,937960.0,1.0,178.0,110.0,0.75
winwinnetwork.org,,,,6.0,
roundlakeareanews.com,,,,13.0,
bbc.com,82.0,2.57,204.0,64472.0,0.564
foreignserviceexam.org,,,,42.0,
greentrucks.com,,,,8.0,
gundigest.com,129626.0,1.4,124.0,311.0,0.81
thegreatwarpodcast.podbean.com,,,,,
insiderpaper.com,424316.0,1.1,96.0,1.0,0.851
thinkamericana.com,399081.0,1.4,167.0,53.0,0.736
unicornriot.ninja,120451.0,1.5,117.0,170.0,0.583
weemsjohn.com,,,,3.0,
skwawkbox.org,824175.0,1.0,,72.0,0.933
boborealty.com,4808127.0,1.0,,11.0,
teststackrx.com,629648.0,2.6,272.0,45.0,0.4
bertsmith.co.za,,,,5.0,
goldblattpartners.com,684215.0,1.2,81.0,47.0,0.775
jti.com,121159.0,2.4,128.0,542.0,0.54
urbangriddle.com,,,,5.0,
midimaster.com,50247.0,1.0,4.0,70.0,0.8420000000000001
marvelift.com,,,,2.0,
friedrich-nietzsche.it,,,,21.0,
themaidenmetallurgist.com,,,,39.0,
trevorboffone.com,,,,3.0,
hctax.net,250015.0,2.1,173.0,158.0,0.43
conservativefiringline.com,122572.0,2.4,218.0,197.0,0.486
leftjustified.com,,,,115.0,
newsdeskdaily.com,,,,2.0,
cmubookstore.com,2545066.0,3.0,377.0,9.0,
dplc.org,,,,8.0,
bloguetechno.com,136448.0,2.4,113.0,10823.0,0.644
tlsohio.edu,,,,50.0,
realtyintyler.com,,,,3.0,
ttlink.com,64739.0,2.1,127.0,18732.0,0.455
econofact.org,638081.0,1.0,106.0,145.0,0.923
traveltheworldfans.com,,,,30.0,
njhs.us,590995.0,4.5,258.0,37.0,0.3670000000000001
ukandeu.ac.uk,262978.0,1.3,190.0,270.0,0.534
realzionistnews.com,2952196.0,2.0,,296.0,
savethechildren.org.uk,492128.0,1.4,99.0,1329.0,0.674
websites.com,,,,28.0,
manuampim.com,,,,72.0,
projectrace.com,,,,70.0,
adpres.net,10694237.0,1.0,,18.0,
hitler.org,1551332.0,3.0,97.0,464.0,
articlebiz.com,29678.0,4.0,275.0,1230.0,0.299
dailyinqilab.com,5581.0,4.6,264.0,2232.0,0.591
globalbiodefense.com,865512.0,1.2,71.0,127.0,0.852
convertcsv.com,22889.0,1.1,140.0,189.0,0.84
discovercorrections.com,6302462.0,1.0,,43.0,
militarychicks.tumblr.com,,,,,
backlinko.com,18864.0,1.9,153.0,1712.0,0.642
masterworksfineart.com,419617.0,1.5,94.0,216.0,0.741
ajamie.com,,,,11.0,
leg.bc.ca,1002597.0,1.4,140.0,483.0,0.762
wssallc.com,,,,4.0,
healthyfoodsecret.com,5280509.0,1.0,,23.0,
neweracaptalk.com,1644140.0,1.0,45.0,60.0,
planetdata.com,,,,22.0,
gouplive.com,4442412.0,1.0,,5.0,
tedbudd.com,,,,9.0,
thefinancialfreedomhub.com,1536885.0,1.0,67.0,2.0,
gaugebranding.com,6084275.0,3.0,,2.0,
free-website-translation.com,121556.0,1.0,43.0,1506.0,0.882
shamrak.com,4792850.0,1.0,,28.0,
blabberazzi.com,,,,2.0,
drkyleforcongress.com,,,,7.0,
ifamericansknew.org,1381630.0,2.0,49.0,1052.0,0.4
whatsonglasgow.co.uk,731432.0,1.0,93.0,117.0,0.75
brgov.com,,,,546.0,
lifemaideasy.com,2475393.0,1.0,,28.0,
opengov.com,284391.0,2.4,128.0,144.0,0.465
indiephilanthropy.org,,,,6.0,
lgbtweddings.com,8532901.0,1.0,,22.0,
debatepost.com,2850166.0,2.0,175.0,25.0,
centraliapa.org,3638078.0,1.0,,64.0,
walterkilar.wordpress.com,,,,2.0,
techlogitic.net,93607.0,1.5,88.0,234.0,0.6679999999999999
ya.com,103941.0,1.9,140.0,5081.0,0.124
chinafrominside.com,,,,106.0,
summittwp.com,6115467.0,1.0,,54.0,
styleeasily.com,2164812.0,1.0,104.0,71.0,0.667
hiamag.com,23493.0,2.4,191.0,244.0,0.721
21stcenturyseeker.com,,,,4.0,
visitfrederick.org,1468726.0,2.0,59.0,75.0,
ebizmba.com,59708.0,1.4,80.0,1039.0,0.727
politicalvanguard.com,5948860.0,1.0,,35.0,
radio-canada.ca,6830.0,2.0,217.0,7316.0,0.637
bidatax.com,,,,1.0,
irishtimes.com,6069.0,1.7,121.0,9976.0,0.7340000000000001
ashsilverlock.wordpress.com,,,,,
larongenow.com,303388.0,2.9,229.0,47.0,0.429
chron.com,654.0,1.3,101.0,24047.0,0.833
pbd.blogspot.com,,,,88.0,
anhbaodiep.wordpress.com,,,,,
bijog.com,682766.0,1.0,64.0,41.0,0.8390000000000001
postalemployeenetwork.com,1295509.0,1.0,51.0,174.0,0.917
mcminnlife.com,,,,4.0,
applenights.com,4633854.0,1.0,,4.0,
opovet.blogspot.com,,,,61.0,
thedailyvox.co.za,809481.0,1.4,110.0,174.0,0.813
streetlightpublications.net,,,,7.0,
crosstolight.com,,,,5.0,
aenetworks.tv,502038.0,1.0,27.0,71.0,0.741
vajrin.wordpress.com,6960811.0,1.0,,1.0,
blazepress.com,170576.0,1.3,123.0,228.0,0.826
heraldonline.com,277993.0,1.5,66.0,2169.0,0.687
priceofweed.com,792609.0,1.0,119.0,118.0,0.79
truthbomb.blogspot.com,1280292.0,1.0,156.0,51.0,0.7
gymconsulting.com,945943.0,1.8,119.0,86.0,0.5479999999999999
yogalifesj.com,,,,3.0,
justforfunflags.com,1583739.0,2.0,64.0,13.0,
rean.me,1270193.0,1.2,71.0,65.0,0.71
thebookbandit.wordpress.com,,,,20.0,
susanknowles.com,10028916.0,1.0,,14.0,
vwo.org.af,839543.0,10.0,653.0,26.0,
cultofthe1st.blogspot.com,,,,15.0,
dceventhub.com,4896541.0,3.0,,2.0,
mediashift.org,391513.0,1.1,76.0,560.0,0.908
toastwallet.com,720714.0,1.3,168.0,48.0,0.779
prinforma.com,5522573.0,1.0,,41.0,
egrc.net,,,,92.0,
prisonersolidarity.com,,,,1.0,
marx2mao.com,4323938.0,1.0,,417.0,
cjme.com,921442.0,1.4,127.0,240.0,0.75
swampdrain.com,1976578.0,1.0,,3.0,
envisio.com,705876.0,1.2,77.0,57.0,0.8440000000000001
bust.com,254791.0,1.8,102.0,1862.0,0.6459999999999999
ipcc.ch,81441.0,2.0,167.0,7029.0,0.667
bookfreenow.com,,,,4.0,
flipbox.info,,,,4.0,
abc11.com,36939.0,1.3,115.0,1007.0,0.807
washingtonsource.org,,,,2.0,
opengovhub.org,4815813.0,1.0,,31.0,
nationaljournal.com,119493.0,1.7,131.0,5978.0,0.376
aoga.org,4146118.0,1.0,,74.0,
theurbandaily.com,842348.0,1.4,112.0,476.0,0.621
modernstates.org,119282.0,8.0,406.0,75.0,0.255
mclaughlin.com,4680224.0,1.0,,243.0,
efta.int,825662.0,1.0,34.0,690.0,0.87
pitbulldogbreed.com,,,,13.0,
radixjournal.com,562478.0,2.0,106.0,214.0,0.5710000000000001
winningedge.com,,,,35.0,
mrubinbooks.com,,,,7.0,
pbmerch.store,,,,,
alpinegroup.com,5339861.0,1.0,,7.0,
1049thewolf.com,,,,13.0,
nationalalliancehealth.org,3855518.0,2.0,,12.0,
standupmag.org,,,,1.0,
wrvo.org,777341.0,1.4,95.0,202.0,0.792
atebits.com,140208.0,2.1,111.0,600.0,0.627
chaosfoxwriting.wordpress.com,,,,3.0,
airdailyx.net,,,,69.0,
homestyle-foods.com,,,,5.0,
civilresponse.wordpress.com,,,,,
nih.gov,125.0,3.24,221.0,121739.0,0.528
duplichecker.com,4227.0,1.22,203.0,612.0,0.738
ucberkeley-galima.com,,,,4.0,
lebanongasandoil.com,,,,8.0,
thekidsark.com,5588934.0,4.0,,12.0,
cityofnorthport.com,1072311.0,2.0,129.0,221.0,0.35700000000000004
albanianroyalcourt.al,5351887.0,1.0,,54.0,
shadowsolutionsfirearms.com,,,,4.0,
tsonnews.com,,,,7.0,
transitionnetwork.org,1096713.0,1.0,30.0,733.0,0.85
kathymanning2018.com,,,,2.0,
youcanvote.org,3584042.0,1.0,,8.0,
ramosforstatesenate.com,4134210.0,2.0,,3.0,
bdnewspapers.xyz,2608423.0,2.0,130.0,12.0,0.636
towleroad.com,10433.0,1.7,151.0,3927.0,0.685
wordypuzzle.com,,,,7.0,
lvbch.com,,,,6.0,
libertarianpodcasts.com,,,,2.0,
elcolombiano.com,11580.0,2.22,216.0,2208.0,0.534
wiscef.org,,,,,
resmiistatistik.gov.tr,655917.0,1.8,86.0,75.0,0.685
theconstitutionbadr11.weebly.com,,,,,
newikis.com,3253851.0,1.0,,100.0,
w-e-a-t-h-e-r-s.com,,,,19.0,
urbanintellectuals.com,345876.0,1.7,139.0,160.0,0.6729999999999999
jacobairey.blog,5093895.0,1.0,,,
archinect.com,20179.0,16.0,543.0,2231.0,0.546
truepeoplesearch.net,,,,,
fullmeasureed.com,3532615.0,1.0,,7.0,
tonyareneebanks.com,6211277.0,1.0,,4.0,
bewustwordeninfo.wordpress.com,,,,1.0,
therealrondesantis.com,,,,,
yirawebzine.com,595583.0,5.0,1896.0,40.0,0.0
moremonmouthmusings.net,1443264.0,1.0,95.0,87.0,
canisiratus.blogspot.com,,,,11.0,
wneclaw.com,6379076.0,1.0,,44.0,
hkcsm.com,2597697.0,2.0,,8.0,
jinand.co,4441875.0,1.0,,8.0,
alternative-news-network.net,,,,54.0,
americanseniors.org,3847386.0,1.0,,65.0,
gasolineriabp.com.mx,128738.0,3.1,311.0,69.0,0.13699999999999998
cryptoleak.io,,,,2.0,
churchleaders.com,87502.0,1.7,177.0,750.0,0.677
escuelasenfermeria.com,,,,2.0,
thehistoryjunkie.com,1118264.0,1.0,111.0,84.0,0.833
nraonlinetraining.org,2426043.0,3.0,240.0,15.0,
thepeoplestruth.com,,,,2.0,
satyahindi.com,85666.0,1.7,162.0,100.0,0.64
thegreatthinkers.org,510283.0,2.0,66.0,72.0,0.765
patrioticexpress.com,6688996.0,2.0,,8.0,
logosclubblog.com,,,,2.0,
paypalcorp.com,26631.0,10.0,724.0,76.0,0.191
nationaldebtclock.co.uk,1508045.0,1.0,,35.0,
moniquerichardsonforjudge.com,,,,1.0,
asor-syrianheritage.org,,,,65.0,
gregfernandezjr.com,,,,5.0,
christianactionleague.org,1326082.0,1.0,,31.0,0.9
accjc.org,4778438.0,1.0,,153.0,
ndc.gov.tw,81750.0,1.6,114.0,288.0,0.71
puttingwordsinyourmouth.com,4431614.0,1.0,,16.0,
yam.md,216109.0,3.3,400.0,130.0,0.412
ohioresa.com,2141236.0,1.0,,24.0,
ndi.org,233960.0,1.6,147.0,676.0,0.7809999999999999
ericgorr.net,8722569.0,1.0,,13.0,
32ndstreetmarket.org,,,,51.0,
followmyvote.com,1117415.0,3.0,278.0,17.0,0.2
morrisplainsboro.org,4373832.0,1.0,,84.0,
lwvlc.org,,,,4.0,
mirror.co.uk,2084.0,1.46,155.0,26507.0,0.747
