source,target,weight
cpj.org,freedomhouse.org,3.9
mondoweiss.net,electronicintifada.net,11.5
ctvnews.ca,globalnews.ca,60.1
oann.com,redstate.com,14.2
democracynow.org,jacobinmag.com,7.7
dailytelegraph.com.au,news.com.au,22.0
independentsentinel.com,canadafreepress.com,27.3
antiwar.com,ronpaulinstitute.org,4.5
conservativetribune.com,teaparty.org,1.3
bizstandardnews.com,nova-magazine.net,6.1
strategic-culture.org,thegatewaypundit.com,4.1
forward.com,timesofisrael.com,17.7
economist.com,theatlantic.com,15.3
babylonbee.com,pjmedia.com,17.7
fastcompany.com,techcrunch.com,20.4
libertyhangout.org,beinglibertarian.com,3.4
governing.com,heritage.org,4.6
unz.com,amgreatness.com,12.2
pjmedia.com,redstate.com,27.8
theblaze.com,newsmax.com,14.1
usatoday.com,cnn.com,41.2
americanpatriotdaily.com,renewedright.com,2.9
spectator.org,newsbusters.org,18.8
washingtonexaminer.com,realclearpolitics.com,29.7
drudgereport.com,drudge.com,23.9
heritage.org,nationalreview.com,9.6
teapartypatriots.org,teaparty.org,5.4
researchantisemitism.ca,researchantisemitism.ca,0.5
bipartisanreport.com,occupydemocrats.com,3.7
msnbc.com,washingtonexaminer.com,15.8
thesun.co.uk,independent.co.uk,26.5
morningstaronline.co.uk,thecanary.co,4.2
businessinsider.com,usatoday.com,37.2
nationalreview.com,thehill.com,24.3
economist.com,aljazeera.com,14.6
tribunist.com,o4anews.com,8.0
dcstatesman.com,steadfastandloyal.com,1.5
zeit.de,spiegel.de,40.0
calwatchdog.com,capoliticalreview.com,3.8
americanthinker.com,pjmedia.com,25.1
newswithviews.com,renewamerica.com,2.4
democratichub.com,numbersusa.com,17.0
mirror.co.uk,express.co.uk,27.0
restoreamericanglory.com,restoreamericanglory.com,0.5
nationalreview.com,dailycaller.com,22.7
freebeacon.com,dailycaller.com,21.9
americanlookout.com,pjmedia.com,3.2
thedailymash.co.uk,newsbiscuit.com,1.4
mises.org,cato.org,10.2
dailywire.com,dailycaller.com,30.8
conservativebyte.com,conservativebyte.com,0.5
amazingnews.net,amazingnews.net,0.5
vote.us.org,truthuncensored.net,7.2
washingtonblade.com,towleroad.com,5.2
fedsoc.org,scotusblog.com,2.9
niskanencenter.org,beinglibertarian.com,1.6
greenleft.org.au,newmatilda.com,2.0
theverge.com,techcrunch.com,37.0
upi.com,washingtonexaminer.com,8.8
jamestown.org,carnegieendowment.org,8.2
theverge.com,businessinsider.com,32.2
weeklystandard.com,townhall.com,4.0
thefederalistpapers.org,pjmedia.com,3.3
chroniclesmagazine.org,vdare.com,1.3
freedomhouse.org,hrw.org,3.4
ricochet.com,americanthinker.com,7.8
newsmax.com,theblaze.com,14.1
news.abs-cbn.com,rappler.com,59.1
altoday.com,yellowhammernews.com,9.0
thewire.in,thequint.com,31.7
humanevents.com,bearingarms.com,2.3
governing.com,americanprogress.org,5.2
tampabay.com,orlandosentinel.com,19.6
babylonbee.com,dailywire.com,14.9
adelaidenow.com.au,couriermail.com.au,16.4
alternet.org,crooksandliars.com,9.2
tampabay.com,miamiherald.com,19.0
lifesitenews.com,cnsnews.com,14.8
ndtv.com,hindustantimes.com,51.5
newyorker.com,npr.org,19.6
republicanssucks.org,reverbpress.com,1.0
quantamagazine.org,aeon.co,7.6
aclj.org,cnsnews.com,4.8
unz.com,bigleaguepolitics.com,10.8
therealnews.com,consortiumnews.com,1.8
richmond.com,roanoke.com,11.9
theonion.com,msnbc.com,6.4
dailycurrant.com,rockcitytimes.com,1.3
thinkprogress.org,splinternews.com,4.1
truthexaminer.com,truthexaminer.com,0.5
independentsentinel.com,libertynation.com,30.9
lifenews.com,lifesitenews.com,17.9
legalinsurrection.com,twitchy.com,22.9
democracynow.org,theintercept.com,9.9
bloomberg.com,marketwatch.com,39.9
buzzfeed.com,businessinsider.com,18.4
patribotics.blog,bluedotdaily.com,3.0
getreligion.org,religionnews.com,2.6
deadspin.com,jezebel.com,13.6
foreignpolicyjournal.com,ifamericaknew.org,4.5
salon.com,thedailybeast.com,16.6
democraticmoms.com,proudemocrat.com,7.0
wonkette.com,talkingpointsmemo.com,6.8
dcwhispers.com,bigleaguepolitics.com,1.4
chicago.suntimes.com,chicagotribune.com,16.2
americanprogress.org,pewresearch.org,8.9
truth-out.org,democracynow.org,1.8
metro.co.uk,mirror.co.uk,27.7
townhall.com,redstate.com,30.6
siouxcityjournal.com,desmoinesregister.com,3.7
auburnpub.com,cityandstateny.com,3.9
usafirstinformation.com,usafirstinformation.com,0.5
factcheck.org,realclearpolitics.com,13.8
washingtonpress.com,bipartisanreport.com,3.1
politifact.com,factcheck.org,35.8
notallowedto.com,now8news.com,5.1
jihadwatch.org,frontpagemag.com,5.5
hoax-slayer.com,thatsnonsense.com,5.8
hoover.org,theamericanconservative.com,5.5
siouxcityjournal.com,globegazette.com,3.6
rawstory.com,alternet.org,15.1
theatlantic.com,npr.org,29.7
marketwatch.com,wsj.com,41.7
journalstar.com,omaha.com,22.4
torontosun.com,thestar.com,25.6
ladylibertysnews.com,consnation.com,5.6
governing.com,rollcall.com,4.5
politicalgarbagechute.com,modernliberals.com,2.0
aol.com,nypost.com,11.4
heartland.org,desmogblog.com,7.6
miamiherald.com,miaminewtimes.com,16.4
bigthink.com,discovermagazine.com,6.3
theblaze.com,wnd.com,14.6
clashdaily.com,redstate.com,3.6
americablog.com,londonwebnews.com,1.8
antiwar.com,mintpressnews.com,2.2
wnd.com,breitbart.com,15.4
wonkette.com,crooksandliars.com,4.0
weeklystandard.com,freebeacon.com,3.2
gallup.com,realclearpolitics.com,10.4
theblaze.com,breitbart.com,19.7
cato.org,heritage.org,15.0
truthdig.com,lewrockwell.com,4.5
thebaffler.com,currentaffairs.org,1.5
opensecrets.org,votesmart.org,14.1
cbsnews.com,usatoday.com,32.0
100percentfedup.com,independentsentinel.com,15.3
thedailybeast.com,nypost.com,24.2
teddystick.com,teddystick.com,0.5
newyorker.com,theatlantic.com,25.5
takimag.com,spectator.org,10.8
numbersusa.com,democratichub.com,17.0
theoswatch.com,theoswatch.com,0.5
madworldnews.com,bizpacreview.com,3.3
aclj.org,christianpost.com,3.6
opendemocracy.net,jacobinmag.com,6.7
progressive.org,inthesetimes.com,1.4
inthesetimes.com,jacobinmag.com,8.4
patriotpost.us,amgreatness.com,10.9
memri.org,middleeastmonitor.com,2.8
washingtontimes.com,nationalreview.com,21.6
dailyprogress.com,roanoke.com,4.9
newsite.thehindu.com,hindustantimes.com,53.6
leftscoop.com,leftscoop.com,0.5
cnntimes.online,cnntimes.online,0.5
leadstories.com,worldnewsdailyreport.com,10.0
redstate.com,thegatewaypundit.com,25.6
express.co.uk,mirror.co.uk,27.0
almasdarnews.com,middleeastmonitor.com,10.3
twitchy.com,redstate.com,32.6
vdare.com,amren.com,4.0
truthrevolt.org,newsbusters.org,2.4
9news.com.au,theaustralian.com.au,25.6
bigleaguepolitics.com,independentsentinel.com,18.6
commentarymagazine.com,redstate.com,3.9
vivaliberty.com,silenceisconsent.net,1.1
libcom.org,jacobinmag.com,6.9
cbsnews.com,cnn.com,31.0
canadafreepress.com,libertynation.com,28.0
consortiumnews.com,mintpressnews.com,2.7
santamariatimes.com,noozhawk.com,9.6
renewedright.com,americanpatriotdaily.com,2.9
aei.org,mises.org,6.0
thesun.co.uk,dailymail.co.uk,33.6
hoover.org,aei.org,6.9
defund.com,defund.com,0.5
mentalfloss.com,smithsonianmag.com,11.1
thesternfacts.com,bluedotdaily.com,4.1
theodysseyonline.com,elitedaily.com,8.7
nypost.com,foxnews.com,39.2
occupydemocrats.com,bipartisanreport.com,3.7
christianpost.com,christianitytoday.com,21.9
campaignforliberty.org,ronpaulinstitute.org,4.9
viraltitle.com,viraltitle.com,0.5
usadosenews.com,usadosenews.com,0.5
nationalmemo.com,wonkette.com,1.6
news.sky.com,itv.com,14.0
thewalrus.ca,ipolitics.ca,1.8
thedailybeast.com,thehill.com,27.9
huzlers.com,leadstories.com,9.9
change.org,nypost.com,10.5
takimag.com,unz.com,12.8
youngcons.com,americanewshub.com,4.4
dailysignal.com,dailycaller.com,13.4
dailycaller.com,dailywire.com,30.8
sojo.net,religionnews.com,3.4
thedailybeast.com,foxnews.com,21.6
babylonbee.com,redstate.com,16.0
hoover.org,cato.org,7.6
religionnews.com,christianpost.com,12.1
thegatewaypundit.com,dailycaller.com,25.3
conservativemedia.com,conservativefighters.com,3.5
prospect.org,jacobinmag.com,7.6
techcrunch.com,businessinsider.com,28.2
bitchmedia.org,everydayfeminism.com,1.5
democraticunderground.com,dailykos.com,5.0
orlandosentinel.com,tampabay.com,19.6
weeklystandard.com,washingtonexaminer.com,4.5
strategic-culture.org,mintpressnews.com,13.8
theamericanconservative.com,spectator.org,12.3
globegazette.com,desmoinesregister.com,3.8
thehill.com,foxnews.com,32.9
nottnews.com,nottnews.com,0.5
washingtontimes.com,thehill.com,23.9
cnsnews.com,townhall.com,13.9
therightscoop.com,independentsentinel.com,15.0
vox.com,theatlantic.com,30.9
teaparty.org,bigleaguepolitics.com,3.5
yellowhammernews.com,alreporter.com,12.3
independent.co.uk,thesun.co.uk,26.5
prospect.org,epi.org,5.3
thesternfacts.com,ir.net,2.0
ocregister.com,dailynews.com,14.2
vidmax.com,libertyunyielding.com,19.2
pennlive.com,mcall.com,13.5
mnn.com,smithsonianmag.com,5.6
thetab.com,theodysseyonline.com,5.0
politifact.com,thehill.com,19.5
modernliberals.com,politicalgarbagechute.com,2.0
rawstory.com,msnbc.com,15.7
express.co.uk,metro.co.uk,23.1
freedomoutpost.com,thewashingtonstandard.com,5.7
factbox.tv,factbox.tv,0.5
breakingdefense.com,defenseone.com,15.6
theonion.com,thehill.com,6.3
commentarymagazine.com,theamericanconservative.com,8.2
observeronline.news,observeronline.news,0.5
chaser.com.au,betootaadvocate.com,2.0
japantimes.co.jp,japantoday.com,20.8
worldnewsdailyreport.com,thatsnonsense.com,1.9
wonkette.com,rawstory.com,7.4
spiked-online.com,amgreatness.com,12.1
globalvoices.org,cpj.org,1.1
mtstandard.com,missoulian.com,8.9
ahtribune.com,mintpressnews.com,1.5
tampabay.com,sun-sentinel.com,17.9
vdare.com,pjmedia.com,3.5
leadstories.com,cnsnews.com,8.0
weaselzippers.us,twitchy.com,11.9
slate.com,vox.com,18.4
lifenews.com,lifezette.com,11.9
historynewsnetwork.org,commentarymagazine.com,1.5
democracyguardian.com,reverbpress.com,1.4
projectveritas.com,redstate.com,3.7
politifeed.net,usasupreme.com,2.2
politico.com,vox.com,32.1
detroitnews.com,mlive.com,23.1
thegatewaypundit.com,pjmedia.com,26.5
mentalfloss.com,theatlantic.com,10.5
getreligion.org,baptistnews.com,2.2
projectveritas.com,newsbusters.org,5.5
fpri.org,foreignaffairs.com,2.0
foxnews.com,nypost.com,39.2
aim.org,newsbusters.org,9.6
aeon.co,nautil.us,6.9
express.co.uk,thesun.co.uk,32.9
thegatewaypundit.com,townhall.com,25.2
rollcall.com,opensecrets.org,14.5
understandrealitythroughscience.blogspot.com,understandrealitythroughscience.blogspot.com,0.5
vice.com,nypost.com,17.7
allenwestrepublic.com,americanewshub.com,3.5
thedailymash.co.uk,newsthump.com,1.7
babylonbee.com,thegatewaypundit.com,16.0
newsobserver.com,wral.com,36.4
americanmilitarynews.com,americanthinker.com,10.6
pjmedia.com,twitchy.com,28.0
onenewsnow.com,thenewamerican.com,12.7
spectrumreport.com,newswars.com,1.9
ced.org,pgpf.org,2.0
economictimes.indiatimes.com,hindustantimes.com,49.4
conservativefighters.com,conservativepost.com,3.0
climatecentral.org,insideclimatenews.org,5.1
theatlantic.com,vox.com,30.9
capitalresearch.org,truthinmedia.com,2.0
newsuptoday.com,conservativepost.com,1.2
humanevents.com,patriotpost.us,2.3
