source,target,weight
feministing.com,feministcurrent.com,1.3
auburnpub.com,cityandstateny.com,3.9
digifection.com,digifection.com,0.5
ballotpedia.org,votesmart.org,21.0
washingtonpress.com,bipartisanreport.com,3.1
politifact.com,factcheck.org,35.8
hoax-slayer.com,thatsnonsense.com,5.8
capitolfax.com,illinoispolicy.org,5.9
rawstory.com,alternet.org,15.1
en.mehrnews.com,tasnimnews.com,71.3
indianexpress.com,firstpost.com,50.6
palmerreport.com,dailykos.com,7.2
workers.org,socialistworker.org,2.0
gatestoneinstitute.org,americanthinker.com,11.0
heartland.org,desmogblog.com,7.6
theblaze.com,wnd.com,14.6
taipeitimes.com,taiwannews.com.tw,26.1
ijr.com,westernjournal.com,4.2
pinknews.co.uk,queerty.com,12.9
weforum.org,ft.com,15.3
wonkette.com,crooksandliars.com,4.0
lgbtqnation.com,pinknews.co.uk,11.8
rte.ie,thejournal.ie,17.4
wnd.com,breitbart.com,15.4
weeklystandard.com,freebeacon.com,3.2
westernjournal.com,pjmedia.com,18.9
deadstate.org,rightwingwatch.org,2.1
reuters.com,cnn.com,30.1
theblaze.com,breitbart.com,19.7
conservativedailypost.com,independentsentinel.com,2.4
sunlightfoundation.com,publicintegrity.org,2.9
prospect.org,thenation.com,7.6
opensecrets.org,votesmart.org,14.1
rightwingwatch.org,rawstory.com,5.2
maplight.org,sunlightfoundation.com,1.6
100percentfedup.com,independentsentinel.com,15.3
economist.com,ft.com,21.7
takimag.com,spectator.org,10.8
numbersusa.com,democratichub.com,17.0
democracynow.org,commondreams.org,12.7
aclj.org,christianpost.com,3.6
progressive.org,inthesetimes.com,1.4
towleroad.com,queerty.com,15.8
inthesetimes.com,jacobinmag.com,8.4
patriotpost.us,amgreatness.com,10.9
memri.org,middleeastmonitor.com,2.8
gq.com,esquire.com,20.1
thegrio.com,theroot.com,15.6
deadstate.org,rawstory.com,4.7
thecanary.co,order-order.com,5.3
mediamatters.org,rightwingwatch.org,8.9
rand.org,warontherocks.com,9.2
express.co.uk,mirror.co.uk,27.0
vdare.com,amren.com,4.0
dailystormer.name,angrywhitemen.org,5.6
truthrevolt.org,newsbusters.org,2.4
bigleaguepolitics.com,independentsentinel.com,18.6
huffingtonpost.com,slate.com,9.2
talkingpointsmemo.com,commondreams.org,13.3
ft.com,marketwatch.com,23.2
libcom.org,jacobinmag.com,6.9
canadafreepress.com,libertynation.com,28.0
observer.com,vanityfair.com,8.6
stripes.com,military.com,15.5
ronpaulinstitute.org,lewrockwell.com,9.2
antifascistnews.net,angrywhitemen.org,8.2
thenation.com,nationalreview.com,11.7
renewedright.com,americanpatriotdaily.com,2.9
theconversation.com,vox.com,14.2
thesun.co.uk,dailymail.co.uk,33.6
govtrack.us,house.gov,37.4
bust.com,bitchmedia.org,1.4
americanthinker.com,theconservativetreehouse.com,24.7
thewalrus.ca,rabble.ca,1.7
thesternfacts.com,bluedotdaily.com,4.1
mcclatchydc.com,mediaite.com,13.8
conservativereview.com,frontpagemag.com,16.8
occupydemocrats.com,bipartisanreport.com,3.7
thedailybanter.com,wonkette.com,1.6
politifact.com,snopes.com,28.0
nationalmemo.com,wonkette.com,1.6
washingtonmonthly.com,mediamatters.org,7.1
moonofalabama.org,consortiumnews.com,2.4
acpeds.org,lozierinstitute.org,4.9
takimag.com,unz.com,12.8
citizenfreepress.com,libertynation.com,16.3
libertyheadlines.com,thepoliticalinsider.com,2.1
carnegieendowment.org,csis.org,11.0
dailysignal.com,dailycaller.com,13.4
dailycaller.com,dailywire.com,30.8
rightwingwatch.org,mediamatters.org,8.9
nationaljournal.com,rollcall.com,1.7
thedailybeast.com,foxnews.com,21.6
thegatewaypundit.com,dailycaller.com,25.3
commondreams.org,rawstory.com,12.2
thecipherbrief.com,belfercenter.org,1.5
democraticunderground.com,dailykos.com,5.0
prospect.org,jacobinmag.com,7.6
conservativemedia.com,conservativefighters.com,3.5
bitchmedia.org,everydayfeminism.com,1.5
weeklystandard.com,washingtonexaminer.com,4.5
firstpost.com,financialexpress.com,43.7
rand.org,csis.org,10.3
newrepublic.com,motherjones.com,9.9
wilsoncenter.org,belfercenter.org,8.3
aim.org,mrc.org,2.5
mediaite.com,washingtonexaminer.com,22.9
csis.org,foreignaffairs.com,10.4
democracynow.org,thenation.com,8.8
cnsnews.com,townhall.com,13.9
therightscoop.com,independentsentinel.com,15.0
nationaljournal.com,cookpolitical.com,2.5
rollcall.com,govtrack.us,10.4
teaparty.org,bigleaguepolitics.com,3.5
gao.gov,federalnewsradio.com,4.1
thesternfacts.com,ir.net,2.0
truthdig.com,lewrockwell.com,4.6
commondreams.org,msnbc.com,12.1
opednews.com,goodnewsnetwork.org,3.3
nowtoronto.com,cp24.com,16.5
wonkette.com,rawstory.com,7.4
spiked-online.com,amgreatness.com,12.1
hoax-slayer.com,truthorfiction.com,3.1
amgreatness.com,powerlineblog.com,26.1
freerepublic.com,bizpacreview.com,10.9
economist.com,reuters.com,14.3
vdare.com,pjmedia.com,3.5
workers.org,liberationnews.org,2.1
leadstories.com,cnsnews.com,8.0
weaselzippers.us,twitchy.com,11.9
slate.com,vox.com,18.4
lifenews.com,lifezette.com,11.9
politifeed.net,usasupreme.com,2.2
lifezette.com,thepoliticalinsider.com,15.5
snopes.com,newsweek.com,20.5
thegatewaypundit.com,pjmedia.com,26.5
firstdraftnews.org,bellingcat.com,2.3
rawstory.com,mediaite.com,23.6
prwatch.org,alec.org,3.4
projectveritas.com,newsbusters.org,5.5
theestablishment.co,everydayfeminism.com,1.7
ballotpedia.org,opensecrets.org,17.5
aim.org,newsbusters.org,9.6
rollcall.com,opensecrets.org,14.5
express.co.uk,thesun.co.uk,32.9
thegatewaypundit.com,townhall.com,25.2
pjmedia.com,twitchy.com,28.0
americanmilitarynews.com,americanthinker.com,10.6
ft.com,reuters.com,29.4
onenewsnow.com,thenewamerican.com,12.7
gizmodo.com,mashable.com,14.9
spectrumreport.com,newswars.com,1.9
ced.org,pgpf.org,2.0
dissentmagazine.org,prospect.org,1.9
conservativefighters.com,conservativepost.com,3.0
bluestatedaily.com,washingtonpress.com,1.5
towleroad.com,mediaite.com,6.8
foreignpolicy.com,thediplomat.com,16.5
theroot.com,jezebel.com,19.1
humanevents.com,patriotpost.us,2.3
